"Latitude (decimal degrees):	51.790",,,,,Effiency,0.18,,,Date,EPV (kW),G_i (kW/m)
20150610:0356,0,0,0,5.59,3.56,0,,,,,
20150610:0456,8.63,42.6,7.97,6.25,3.75,0,,,,,
20150610:0556,28.11,109.69,16.57,6.9,3.94,0,,,,,
20150610:0656,51.03,183.4,25.67,7.56,4.12,0,,,,,
20150610:0756,52.16,187.74,34.93,9.11,4.68,0,,,,,
20150610:0856,75.79,265.59,43.94,10.67,5.24,0,,,,,
20150610:0956,128.88,441.98,52.08,12.22,5.79,0,,,,,
20150610:1056,148.29,510.14,58.32,13.26,5.64,0,,,,,
20150610:1156,184.99,639.5,61.17,14.29,5.49,0,,,,,
20150610:1256,190.52,662.19,59.58,15.33,5.34,0,,,,,
20150610:1356,149.05,517.29,54.18,15.29,5.53,0,,,,,
20150610:1456,146.14,505.77,46.47,15.25,5.71,0,,,,,
20150610:1556,147.35,509.17,37.63,15.21,5.9,0,,,,,
20150610:1656,67.98,245.6,28.4,14.95,5.91,0,,,,,
20150610:1756,43.84,195.26,19.22,14.69,5.91,0,,,,,
20150610:1856,11.29,53.73,10.44,14.42,5.92,0,,,,,
20150610:1956,1.18,12.89,2.39,13.15,5.42,0,,,,,
20150610:2056,0,0,0,11.87,4.91,0,,,,,
20150610:2156,0,0,0,10.59,4.41,0,,,,,
20150610:2256,0,0,0,9.93,4.51,0,,,,,
20150610:2356,0,0,0,9.26,4.62,0,,,,,
20150611:0056,0,0,0,8.6,4.72,0,,,,,
20150611:0156,0,0,0,8.44,4.67,0,,,,,
20150611:0256,0,0,0,8.27,4.62,0,,,,,
20150611:0356,0,0,0,8.11,4.57,0,,,,,
20150611:0456,8.48,42.5,8,8.95,4.6,0,,,,,
20150611:0556,40.27,177.32,16.6,9.78,4.63,0,,,,,
20150611:0656,104.88,371.56,25.69,10.62,4.66,0,,,,,
20150611:0756,166.52,568.35,34.95,12.53,4.85,0,,,,,
20150611:0856,217.86,749.46,43.97,14.45,5.04,0,,,,,
20150611:0956,255.13,893.19,52.11,16.36,5.23,0,,,,,
20150611:1056,277.42,984.06,58.37,17.67,5.41,0,,,,,
20150611:1156,284.38,1016.99,61.24,18.98,5.59,0,,,,,
20150611:1256,275.55,987.51,59.66,20.29,5.77,0,,,,,
20150611:1356,252.22,899.01,54.26,20.67,5.7,0,,,,,
20150611:1456,214.22,758.39,46.55,21.05,5.64,0,,,,,
20150611:1556,143.68,511.5,37.72,21.43,5.57,0,,,,,
20150611:1656,102.92,381.4,28.48,20.87,5.33,0,,,,,
20150611:1756,41.12,188.38,19.3,20.31,5.09,0,,,,,
20150611:1856,14.91,68.13,10.52,19.74,4.86,0,,,,,
20150611:1956,1,12.13,2.48,18.3,4.73,0,,,,,
20150611:2056,0,0,0,16.85,4.61,0,,,,,
20150611:2156,0,0,0,15.4,4.48,0,,,,,
20150611:2256,0,0,0,14.77,4.31,0,,,,,
20150611:2356,0,0,0,14.13,4.14,0,,,,,
20150612:0056,0,0,0,13.49,3.97,0,,,,,
20150612:0156,0,0,0,12.68,3.95,0,,,,,
20150612:0256,0,0,0,11.88,3.94,0,,,,,
20150612:0356,0,0,0,11.07,3.92,0,,,,,
20150612:0456,9.66,47.24,8.03,11.49,3.93,0,,,,,
20150612:0556,22.64,93.03,16.62,11.9,3.94,0,,,,,
20150612:0656,53.37,195.19,25.71,12.32,3.94,0,,,,,
20150612:0756,58.55,213.07,34.97,14.06,3.94,0,,,,,
20150612:0856,79.42,284.49,43.99,15.8,3.94,0,,,,,
20150612:0956,44.76,170,52.15,17.54,3.93,0,,,,,
20150612:1056,30.07,120.91,58.42,18.86,3.95,0,,,,,
20150612:1156,107.07,386.09,61.3,20.17,3.97,0,,,,,
20150612:1256,38.74,152.23,59.74,21.49,3.99,0,,,,,
20150612:1356,67.92,252.78,54.34,21.61,3.8,0,,,,,
20150612:1456,27.81,114.55,46.63,21.72,3.61,0,,,,,
20150612:1556,13.65,64.14,37.8,21.84,3.42,0,,,,,
20150612:1656,50.72,193.62,28.56,21.12,3.51,0,,,,,
20150612:1756,17.46,77.55,19.38,20.4,3.6,0,,,,,
20150612:1856,12.36,58.85,10.6,19.67,3.7,0,,,,,
20150612:1956,0.99,12.08,2.56,18.71,3.53,0,,,,,
20150612:2056,0,0,0,17.75,3.37,0,,,,,
20150612:2156,0,0,0,16.79,3.2,0,,,,,
20150612:2256,0,0,0,16.47,2.74,0,,,,,
20150612:2356,0,0,0,16.15,2.27,0,,,,,
20150613:0056,0,0,0,15.83,1.81,0,,,,,
20150613:0156,0,0,0,15.26,1.67,0,,,,,
20150613:0256,0,0,0,14.7,1.53,0,,,,,
20150613:0356,0,0,0,14.13,1.39,0,,,,,
20150613:0456,0,3.7,8.05,14.03,2,0,,,,,
20150613:0556,5.65,32.44,16.63,13.93,2.6,0,,,,,
20150613:0656,16.89,73.52,25.72,13.83,3.2,0,,,,,
20150613:0756,36.64,140.48,34.99,13.8,3.21,0,,,,,
20150613:0856,31.29,122.56,44.01,13.78,3.22,0,,,,,
20150613:0956,31.03,121.68,52.17,13.75,3.23,0,,,,,
20150613:1056,35.08,135.38,58.46,13.97,3.17,0,,,,,
20150613:1156,44.03,165.39,61.36,14.2,3.12,0,,,,,
20150613:1256,55.37,203.36,59.81,14.42,3.06,0,,,,,
20150613:1356,43.94,165.58,54.42,15,3.31,0,,,,,
20150613:1456,39.92,152.47,46.71,15.58,3.55,0,,,,,
20150613:1556,68.78,249.37,37.87,16.16,3.79,0,,,,,
20150613:1656,48.07,180.25,28.64,15.87,3.27,0,,,,,
20150613:1756,36.49,143.95,19.46,15.58,2.74,0,,,,,
20150613:1856,15.55,69.32,10.68,15.29,2.22,0,,,,,
20150613:1956,1.32,13.69,2.63,14.75,1.85,0,,,,,
20150613:2056,0,0,0,14.21,1.48,0,,,,,
20150613:2156,0,0,0,13.67,1.1,0,,,,,
20150613:2256,0,0,0,13.34,1.18,0,,,,,
20150613:2356,0,0,0,13,1.26,0,,,,,
20150614:0056,0,0,0,12.66,1.34,0,,,,,
20150614:0156,0,0,0,12.27,1.71,0,,,,,
20150614:0256,0,0,0,11.88,2.07,0,,,,,
20150614:0356,0,0,0,11.49,2.44,0,,,,,
20150614:0456,5.98,33.45,8.06,11.71,2.94,0,,,,,
20150614:0556,6.6,35.88,16.64,11.94,3.43,0,,,,,
20150614:0656,25.1,100.95,25.73,12.16,3.93,0,,,,,
20150614:0756,44.12,164.73,34.99,13.12,3.82,0,,,,,
20150614:0856,95.93,337.44,44.02,14.08,3.7,0,,,,,
20150614:0956,253.1,893.37,52.19,15.04,3.59,0,,,,,
20150614:1056,119.7,422.19,58.49,15.89,3.62,0,,,,,
20150614:1156,128.93,455.91,61.41,16.74,3.66,0,,,,,
20150614:1256,94.81,339.9,59.87,17.59,3.7,0,,,,,
20150614:1356,72.27,263.44,54.49,17.8,3.56,0,,,,,
20150614:1456,75.05,273.11,46.78,18.01,3.42,0,,,,,
20150614:1556,46.52,176.66,37.95,18.22,3.28,0,,,,,
20150614:1656,78.43,286.75,28.71,17.8,3.56,0,,,,,
20150614:1756,35.39,140.35,19.53,17.38,3.84,0,,,,,
20150614:1856,0.23,7.49,10.75,16.96,4.12,0,,,,,
20150614:1956,1.36,13.93,2.7,15.89,4.32,0,,,,,
20150614:2056,0,0,0,14.82,4.52,0,,,,,
20150614:2156,0,0,0,13.74,4.72,0,,,,,
20150614:2256,0,0,0,13.09,4.51,0,,,,,
20150614:2356,0,0,0,12.43,4.29,0,,,,,
20150615:0056,0,0,0,11.78,4.08,0,,,,,
20150615:0156,0,0,0,10.94,3.94,0,,,,,
20150615:0256,0,0,0,10.11,3.8,0,,,,,
20150615:0356,0,0,0,9.27,3.66,0,,,,,
20150615:0456,9.25,45.39,8.07,9.43,3.58,0,,,,,
20150615:0556,38.46,152.82,16.65,9.58,3.5,0,,,,,
20150615:0656,66.18,235.79,25.73,9.74,3.42,0,,,,,
20150615:0756,154.34,527.67,35,10.69,3.27,0,,,,,
20150615:0856,197.03,678.25,44.02,11.65,3.13,0,,,,,
20150615:0956,259.16,912.23,52.2,12.6,2.98,0,,,,,
20150615:1056,279.44,1003.98,58.52,13.54,2.61,0,,,,,
20150615:1156,284.66,1038.22,61.45,14.47,2.23,0,,,,,
20150615:1256,228.9,826.94,59.93,15.41,1.86,0,,,,,
20150615:1356,190.95,683.85,54.55,15.91,1.71,0,,,,,
20150615:1456,183.71,657.31,46.84,16.42,1.57,0,,,,,
20150615:1556,147.82,528.57,38.01,16.92,1.42,0,,,,,
20150615:1656,94.53,346.99,28.77,16.75,1.43,0,,,,,
20150615:1756,44.45,181.88,19.59,16.59,1.44,0,,,,,
20150615:1856,11.21,53.97,10.81,16.42,1.45,0,,,,,
20150615:1956,1.5,14.59,2.77,15.38,1.55,0,,,,,
20150615:2056,0,0,0,14.34,1.65,0,,,,,
20150615:2156,0,0,0,13.29,1.75,0,,,,,
20150615:2256,0,0,0,12.29,2.19,0,,,,,
20150615:2356,0,0,0,11.28,2.63,0,,,,,
20150616:0056,0,0,0,10.28,3.06,0,,,,,
20150616:0156,0,0,0,10.18,2.61,0,,,,,
20150616:0256,0,0,0,10.09,2.16,0,,,,,
20150616:0356,0,0,0,9.99,1.71,0,,,,,
20150616:0456,8.41,42.55,8.08,10.5,1.53,0,,,,,
20150616:0556,38.75,162.55,16.65,11.02,1.34,0,,,,,
20150616:0656,40.1,151.31,25.73,11.53,1.16,0,,,,,
20150616:0756,101.7,359.03,34.99,13.13,1.32,0,,,,,
20150616:0856,209.01,744.67,44.02,14.74,1.48,0,,,,,
20150616:0956,243.94,888.3,52.21,16.34,1.64,0,,,,,
20150616:1056,267.2,982.98,58.54,17.18,2.05,0,,,,,
20150616:1156,275.78,1016.86,61.49,18.02,2.45,0,,,,,
20150616:1256,176.54,633.53,59.98,18.86,2.86,0,,,,,
20150616:1356,222.17,801.87,54.61,19.35,3.03,0,,,,,
20150616:1456,211.28,757.31,46.9,19.84,3.2,0,,,,,
20150616:1556,152.36,544.81,38.07,20.33,3.37,0,,,,,
20150616:1656,71.72,265.77,28.84,19.97,3.6,0,,,,,
20150616:1756,40.8,164.6,19.65,19.61,3.83,0,,,,,
20150616:1856,15.29,69.37,10.87,19.24,4.06,0,,,,,
20150616:1956,1.5,14.74,2.83,17.9,3.94,0,,,,,
20150616:2056,0,0,0,16.56,3.83,0,,,,,
20150616:2156,0,0,0,15.21,3.71,0,,,,,
20150616:2256,0,0,0,14.4,3.72,0,,,,,
20150616:2356,0,0,0,13.6,3.73,0,,,,,
20150617:0056,0,0,0,12.79,3.74,0,,,,,
20150617:0156,0,0,0,12.09,3.56,0,,,,,
20150617:0256,0,0,0,11.39,3.39,0,,,,,
20150617:0356,0,0,0,10.69,3.21,0,,,,,
20150617:0456,8.05,41.27,8.07,11.24,3.48,0,,,,,
20150617:0556,32.08,127.91,16.64,11.79,3.74,0,,,,,
20150617:0656,45.74,169.75,25.72,12.34,4,0,,,,,
20150617:0756,114.57,397,34.99,13.6,4.67,0,,,,,
20150617:0856,51.8,191.08,44.02,14.85,5.33,0,,,,,
20150617:0956,149.91,520.11,52.21,16.11,6,0,,,,,
20150617:1056,229.9,802.29,58.55,17.05,6.25,0,,,,,
20150617:1156,72.13,261.58,61.52,18,6.5,0,,,,,
20150617:1256,188.51,661.1,60.03,18.94,6.74,0,,,,,
20150617:1356,201.95,707.72,54.66,19.49,6.94,0,,,,,
20150617:1456,180.21,630.59,46.96,20.04,7.13,0,,,,,
20150617:1556,162.61,570.54,38.13,20.59,7.32,0,,,,,
20150617:1656,77.3,283.84,28.89,20.19,6.99,0,,,,,
20150617:1756,30.47,123.51,19.71,19.79,6.66,0,,,,,
20150617:1856,8.85,45.63,10.93,19.38,6.33,0,,,,,
20150617:1956,1.53,14.93,2.88,18.5,5.82,0,,,,,
20150617:2056,0,0,0,17.62,5.31,0,,,,,
20150617:2156,0,0,0,16.74,4.8,0,,,,,
20150617:2256,0,0,0,16.27,4.36,0,,,,,
20150617:2356,0,0,0,15.81,3.92,0,,,,,
20150618:0056,0,0,0,15.34,3.48,0,,,,,
20150618:0156,0,0,0,14.81,3.58,0,,,,,
20150618:0256,0,0,0,14.28,3.68,0,,,,,
20150618:0356,0,0,0,13.75,3.78,0,,,,,
20150618:0456,8.51,43.31,8.06,13.26,3.74,0,,,,,
20150618:0556,39.82,178.73,16.63,12.76,3.7,0,,,,,
20150618:0656,77.65,277.81,25.71,12.27,3.66,0,,,,,
20150618:0756,157.79,542.99,34.97,12.85,3.8,0,,,,,
20150618:0856,175.19,603.68,44.01,13.42,3.95,0,,,,,
20150618:0956,231.92,807.82,52.21,14,4.1,0,,,,,
20150618:1056,278.34,990.96,58.55,14.97,3.73,0,,,,,
20150618:1156,284.28,1025.48,61.54,15.95,3.37,0,,,,,
20150618:1256,274.84,997.43,60.06,16.92,3.01,0,,,,,
20150618:1356,238.29,852.64,54.7,17.41,3.27,0,,,,,
20150618:1456,208.95,739.94,47.01,17.9,3.53,0,,,,,
20150618:1556,141.58,501.08,38.18,18.39,3.79,0,,,,,
20150618:1656,80.13,292.39,28.94,17.91,3.89,0,,,,,
20150618:1756,39.87,157.31,19.76,17.43,3.99,0,,,,,
20150618:1856,16.59,73.35,10.98,16.94,4.08,0,,,,,
20150618:1956,1.72,15.68,2.93,15.76,3.76,0,,,,,
20150618:2056,0,0,0,14.57,3.43,0,,,,,
20150618:2156,0,0,0,13.38,3.1,0,,,,,
20150618:2256,0,0,0,12.7,2.63,0,,,,,
20150618:2356,0,0,0,12.03,2.15,0,,,,,
20150619:0056,0,0,0,11.35,1.67,0,,,,,
20150619:0156,0,0,0,10.64,2.1,0,,,,,
20150619:0256,0,0,0,9.92,2.52,0,,,,,
20150619:0356,0,0,0,9.21,2.95,0,,,,,
20150619:0456,9.12,45.01,8.05,9.86,2.94,0,,,,,
20150619:0556,39.78,168.5,16.61,10.52,2.93,0,,,,,
20150619:0656,103.25,369.71,25.69,11.17,2.92,0,,,,,
20150619:0756,102.49,356.58,34.95,12.28,3.39,0,,,,,
20150619:0856,183.21,631.46,43.99,13.4,3.86,0,,,,,
20150619:0956,208.82,725.49,52.2,14.51,4.33,0,,,,,
20150619:1056,236.8,833.5,58.55,15.38,4.13,0,,,,,
20150619:1156,248.24,882.57,61.56,16.25,3.94,0,,,,,
20150619:1256,275.44,990.81,60.09,17.12,3.74,0,,,,,
20150619:1356,236.84,842.21,54.74,17.61,3.93,0,,,,,
20150619:1456,217.32,766.77,47.05,18.09,4.12,0,,,,,
20150619:1556,145.28,512.92,38.23,18.58,4.32,0,,,,,
20150619:1656,106.53,389.7,28.99,18.21,4.3,0,,,,,
20150619:1756,43.99,196.26,19.81,17.84,4.29,0,,,,,
20150619:1856,10.47,51.68,11.02,17.47,4.28,0,,,,,
20150619:1956,1.69,15.59,2.97,16.31,3.77,0,,,,,
20150619:2056,0,0,0,15.15,3.26,0,,,,,
20150619:2156,0,0,0,13.98,2.76,0,,,,,
20150619:2256,0,0,0,13.38,2.54,0,,,,,
20150619:2356,0,0,0,12.78,2.32,0,,,,,
20150620:0056,0,0,0,12.18,2.1,0,,,,,
20150620:0156,0,0,0,11.76,1.9,0,,,,,
20150620:0256,0,0,0,11.34,1.7,0,,,,,
20150620:0356,0,0,0,10.92,1.5,0,,,,,
20150620:0456,1.78,15.78,8.03,11.18,1.64,0,,,,,
20150620:0556,0.54,9.27,16.59,11.45,1.78,0,,,,,
20150620:0656,17.21,74.1,25.67,11.71,1.92,0,,,,,
20150620:0756,60,217.14,34.93,12.17,2.02,0,,,,,
20150620:0856,49.82,183.84,43.97,12.63,2.12,0,,,,,
20150620:0956,53.83,197.48,52.18,13.09,2.22,0,,,,,
20150620:1056,108.8,382.42,58.55,13.45,2.52,0,,,,,
20150620:1156,96.63,341.34,61.57,13.81,2.83,0,,,,,
20150620:1256,113.25,397.79,60.12,14.17,3.13,0,,,,,
20150620:1356,101.26,358.35,54.78,15.27,3.35,0,,,,,
20150620:1456,73.84,266.89,47.09,16.37,3.56,0,,,,,
20150620:1556,4.69,28.94,38.27,17.47,3.78,0,,,,,
20150620:1656,2.64,20.15,29.03,17.52,3.32,0,,,,,
20150620:1756,33.54,133.8,19.85,17.58,2.86,0,,,,,
20150620:1856,7.31,40.23,11.06,17.63,2.4,0,,,,,
20150620:1956,1.7,15.68,3.01,16.71,2.67,0,,,,,
20150620:2056,0,0,0,15.79,2.93,0,,,,,
20150620:2156,0,0,0,14.87,3.2,0,,,,,
20150620:2256,0,0,0,14.41,3.98,0,,,,,
20150620:2356,0,0,0,13.94,4.75,0,,,,,
20150621:0056,0,0,0,13.48,5.53,0,,,,,
20150621:0156,0,0,0,13.14,5.47,0,,,,,
20150621:0256,0,0,0,12.79,5.41,0,,,,,
20150621:0356,0,0,0,12.45,5.35,0,,,,,
20150621:0456,0.7,10.28,8.01,12.32,5.13,0,,,,,
20150621:0556,6.71,36.32,16.56,12.2,4.91,0,,,,,
20150621:0656,30.38,118.48,25.64,12.07,4.69,0,,,,,
20150621:0756,70.68,251.06,34.9,12.72,5.19,0,,,,,
20150621:0856,162.51,555.46,43.94,13.38,5.69,0,,,,,
20150621:0956,121.69,421.01,52.16,14.03,6.19,0,,,,,
20150621:1056,86.82,307.06,58.54,14.85,5.83,0,,,,,
20150621:1156,194.58,677.19,61.57,15.66,5.46,0,,,,,
20150621:1256,223.96,786.12,60.14,16.48,5.09,0,,,,,
20150621:1356,205.32,716.68,54.81,16.62,5.36,0,,,,,
20150621:1456,52.47,194.81,47.12,16.77,5.63,0,,,,,
20150621:1556,97.07,343.5,38.3,16.91,5.9,0,,,,,
20150621:1656,52.13,193.69,29.07,16.53,5.66,0,,,,,
20150621:1756,24.96,102.16,19.88,16.15,5.43,0,,,,,
20150621:1856,11.33,54.17,11.1,15.77,5.19,0,,,,,
20150621:1956,0.85,11.18,3.04,14.94,5.21,0,,,,,
20150621:2056,0,0,0,14.11,5.24,0,,,,,
20150621:2156,0,0,0,13.27,5.27,0,,,,,
20150621:2256,0,0,0,12.52,5.1,0,,,,,
20150621:2356,0,0,0,11.76,4.93,0,,,,,
20150622:0056,0,0,0,11.01,4.76,0,,,,,
20150622:0156,0,0,0,10.99,4.46,0,,,,,
20150622:0256,0,0,0,10.97,4.15,0,,,,,
20150622:0356,0,0,0,10.95,3.85,0,,,,,
20150622:0456,3.99,25.4,7.98,10.9,3.67,0,,,,,
20150622:0556,2.39,18.55,16.53,10.86,3.49,0,,,,,
20150622:0656,22.63,92.16,25.61,10.81,3.31,0,,,,,
20150622:0756,36.23,137.42,34.87,10.94,3.29,0,,,,,
20150622:0856,52.22,190,43.91,11.08,3.27,0,,,,,
20150622:0956,93.87,327.35,52.13,11.21,3.26,0,,,,,
20150622:1056,55.37,200.64,58.52,11.69,3.87,0,,,,,
20150622:1156,119.57,413.39,61.57,12.18,4.49,0,,,,,
20150622:1256,224.24,772.39,60.15,12.66,5.1,0,,,,,
20150622:1356,171.76,588.86,54.83,13.35,5.75,0,,,,,
20150622:1456,191.73,654.91,47.15,14.04,6.39,0,,,,,
20150622:1556,130.02,448.22,38.33,14.73,7.03,0,,,,,
20150622:1656,111.7,398.51,29.1,14.75,6.71,0,,,,,
20150622:1756,47.34,190.77,19.91,14.78,6.39,0,,,,,
20150622:1856,7.46,41.02,11.12,14.8,6.07,0,,,,,
20150622:1956,1.59,14.97,3.06,13.88,5.42,0,,,,,
20150622:2056,0,0,0,12.96,4.76,0,,,,,
20150622:2156,0,0,0,12.04,4.11,0,,,,,
20150622:2256,0,0,0,11.62,3.93,0,,,,,
20150622:2356,0,0,0,11.19,3.74,0,,,,,
20150623:0056,0,0,0,10.77,3.56,0,,,,,
20150623:0156,0,0,0,10.51,3.33,0,,,,,
20150623:0256,0,0,0,10.25,3.1,0,,,,,
20150623:0356,0,0,0,9.99,2.87,0,,,,,
20150623:0456,10.63,50.6,7.94,10.5,2.69,0,,,,,
20150623:0556,30.85,122.44,16.49,11,2.52,0,,,,,
20150623:0656,81.57,292.2,25.57,11.51,2.34,0,,,,,
20150623:0756,115.63,402.58,34.83,12.73,2.74,0,,,,,
20150623:0856,129.51,451.26,43.87,13.94,3.13,0,,,,,
20150623:0956,155.95,545.33,52.1,15.16,3.52,0,,,,,
20150623:1056,123.72,437.12,58.49,15.95,3.19,0,,,,,
20150623:1156,83.56,301.21,61.55,16.75,2.86,0,,,,,
20150623:1256,274.46,1007.1,60.15,17.54,2.54,0,,,,,
20150623:1356,166.57,596.97,54.85,17.86,2.19,0,,,,,
20150623:1456,170.35,611.91,47.18,18.18,1.85,0,,,,,
20150623:1556,104.36,377.43,38.36,18.5,1.5,0,,,,,
20150623:1656,107.26,398.64,29.13,18.38,1.24,0,,,,,
20150623:1756,45.07,201.97,19.94,18.27,0.97,0,,,,,
20150623:1856,15.71,71.22,11.15,18.15,0.7,0,,,,,
20150623:1956,1.89,16.63,3.08,17.03,0.99,0,,,,,
20150623:2056,0,0,0,15.91,1.28,0,,,,,
20150623:2156,0,0,0,14.79,1.57,0,,,,,
20150623:2256,0,0,0,14.04,2.11,0,,,,,
20150623:2356,0,0,0,13.29,2.66,0,,,,,
20150624:0056,0,0,0,12.54,3.2,0,,,,,
20150624:0156,0,0,0,12.1,2.98,0,,,,,
20150624:0256,0,0,0,11.67,2.76,0,,,,,
20150624:0356,0,0,0,11.23,2.54,0,,,,,
20150624:0456,8.23,42.03,7.9,11.62,2.58,0,,,,,
20150624:0556,28.74,115.16,16.45,12.01,2.63,0,,,,,
20150624:0656,101.2,365.58,25.52,12.4,2.68,0,,,,,
20150624:0756,163.64,569.48,34.78,13.88,2.86,0,,,,,
20150624:0856,214.46,753.36,43.83,15.37,3.03,0,,,,,
20150624:0956,176.89,625.2,52.06,16.85,3.21,0,,,,,
20150624:1056,232.23,832.69,58.46,17.74,3.41,0,,,,,
20150624:1156,282.07,1028.48,61.53,18.64,3.6,0,,,,,
20150624:1256,239.73,865.96,60.15,19.53,3.79,0,,,,,
20150624:1356,230.79,828.69,54.86,19.72,3.95,0,,,,,
20150624:1456,167.25,594.61,47.19,19.92,4.11,0,,,,,
20150624:1556,52.02,196.54,38.38,20.11,4.28,0,,,,,
20150624:1656,43.6,167.61,29.15,19.52,3.83,0,,,,,
20150624:1756,7.43,40.11,19.96,18.93,3.39,0,,,,,
20150624:1856,1.35,13.98,11.16,18.33,2.95,0,,,,,
20150624:1956,1.36,13.98,3.1,17.22,2.76,0,,,,,
20150624:2056,0,0,0,16.11,2.57,0,,,,,
20150624:2156,0,0,0,15,2.37,0,,,,,
20150624:2256,0,0,0,14.02,2.46,0,,,,,
20150624:2356,0,0,0,13.03,2.56,0,,,,,
20150625:0056,0,0,0,12.04,2.65,0,,,,,
20150625:0156,0,0,0,11.73,2.47,0,,,,,
20150625:0256,0,0,0,11.43,2.3,0,,,,,
20150625:0356,0,0,0,11.12,2.12,0,,,,,
20150625:0456,0,3.6,7.85,11.51,2.45,0,,,,,
20150625:0556,24.68,100.43,16.4,11.91,2.78,0,,,,,
20150625:0656,48.66,179.78,25.47,12.3,3.1,0,,,,,
20150625:0756,97.42,342.6,34.74,13.79,2.97,0,,,,,
20150625:0856,177.93,623.23,43.78,15.27,2.83,0,,,,,
20150625:0956,158.37,560.86,52.01,16.76,2.69,0,,,,,
20150625:1056,203.47,731.3,58.42,17.7,2.49,0,,,,,
20150625:1156,194.06,701.77,61.51,18.65,2.29,0,,,,,
20150625:1256,166.31,602.3,60.14,19.59,2.1,0,,,,,
20150625:1356,113.18,410.63,54.86,20.19,2.2,0,,,,,
20150625:1456,127.81,462.69,47.2,20.78,2.31,0,,,,,
20150625:1556,135.27,489.85,38.39,21.38,2.41,0,,,,,
20150625:1656,86.88,323.37,29.16,21.11,2.31,0,,,,,
20150625:1756,43.64,197.17,19.97,20.84,2.2,0,,,,,
20150625:1856,11.27,56.42,11.18,20.56,2.1,0,,,,,
20150625:1956,1.39,14.21,3.1,19.09,2.51,0,,,,,
20150625:2056,0,0,0,17.61,2.91,0,,,,,
20150625:2156,0,0,0,16.13,3.32,0,,,,,
20150625:2256,0,0,0,15.43,3.19,0,,,,,
20150625:2356,0,0,0,14.72,3.05,0,,,,,
20150626:0056,0,0,0,14.02,2.91,0,,,,,
20150626:0156,0,0,0,13.45,3.01,0,,,,,
20150626:0256,0,0,0,12.87,3.1,0,,,,,
20150626:0356,0,0,0,12.3,3.2,0,,,,,
20150626:0456,3.52,23.6,7.8,12.65,3.3,0,,,,,
20150626:0556,10.24,49.67,16.35,13,3.39,0,,,,,
20150626:0656,2,16.9,25.42,13.35,3.49,0,,,,,
20150626:0756,77.24,275.73,34.68,14.54,3.59,0,,,,,
20150626:0856,67.94,246.25,43.73,15.74,3.68,0,,,,,
20150626:0956,244.47,867.56,51.96,16.93,3.78,0,,,,,
20150626:1056,259.83,929.47,58.38,17.98,4.22,0,,,,,
20150626:1156,188.49,668.9,61.48,19.02,4.66,0,,,,,
20150626:1256,113.31,405.88,60.12,20.07,5.1,0,,,,,
20150626:1356,118.17,422.99,54.86,20.52,5.18,0,,,,,
20150626:1456,63.61,236.51,47.21,20.97,5.25,0,,,,,
20150626:1556,18.03,79.83,38.4,21.42,5.32,0,,,,,
20150626:1656,65.29,242.75,29.17,20.66,5.53,0,,,,,
20150626:1756,37.87,151.14,19.98,19.9,5.73,0,,,,,
20150626:1856,13.82,64.15,11.18,19.14,5.93,0,,,,,
20150626:1956,1.94,16.92,3.1,18.03,5.5,0,,,,,
20150626:2056,0,0,0,16.92,5.07,0,,,,,
20150626:2156,0,0,0,15.81,4.63,0,,,,,
20150626:2256,0,0,0,14.9,4.76,0,,,,,
20150626:2356,0,0,0,13.99,4.88,0,,,,,
20150627:0056,0,0,0,13.08,5.01,0,,,,,
20150627:0156,0,0,0,12.56,4.71,0,,,,,
20150627:0256,0,0,0,12.05,4.41,0,,,,,
20150627:0356,0,0,0,11.53,4.11,0,,,,,
20150627:0456,8.11,41.6,7.74,11.92,4.05,0,,,,,
20150627:0556,37.61,170.98,16.29,12.32,3.99,0,,,,,
20150627:0656,101.36,365.2,25.36,12.71,3.93,0,,,,,
20150627:0756,164.35,568.86,34.62,14.08,3.82,0,,,,,
20150627:0856,215.77,753.66,43.67,15.44,3.71,0,,,,,
20150627:0956,252.99,901.44,51.91,16.81,3.6,0,,,,,
20150627:1056,274.24,988.02,58.33,17.58,3.78,0,,,,,
20150627:1156,195.8,696.89,61.44,18.36,3.96,0,,,,,
20150627:1256,266.42,962.5,60.1,19.13,4.14,0,,,,,
20150627:1356,216.54,772.68,54.85,19.65,4.31,0,,,,,
20150627:1456,183.97,652.89,47.21,20.17,4.49,0,,,,,
20150627:1556,128.68,459.33,38.41,20.69,4.66,0,,,,,
20150627:1656,81.19,299.27,29.18,20.46,4.3,0,,,,,
20150627:1756,44.6,196.66,19.99,20.23,3.94,0,,,,,
20150627:1856,7.39,42.46,11.18,19.99,3.59,0,,,,,
20150627:1956,1.07,12.51,3.1,18.73,3.16,0,,,,,
20150627:2056,0,0,0,17.46,2.73,0,,,,,
20150627:2156,0,0,0,16.19,2.3,0,,,,,
20150627:2256,0,0,0,15.69,2.36,0,,,,,
20150627:2356,0,0,0,15.19,2.41,0,,,,,
20150628:0056,0,0,0,14.69,2.47,0,,,,,
20150628:0156,0,0,0,14.28,2.64,0,,,,,
20150628:0256,0,0,0,13.87,2.81,0,,,,,
20150628:0356,0,0,0,13.46,2.98,0,,,,,
20150628:0456,0.22,7.3,7.68,13.5,3.32,0,,,,,
20150628:0556,14.87,66.36,16.23,13.54,3.66,0,,,,,
20150628:0656,28.9,114.35,25.3,13.58,4,0,,,,,
